transaction_id,company_id,transaction_date,transaction_type,transaction_amount,transaction_currency
862901,8702,2024-08-12,Split,3205449.9,USD
228133,4539,2024-09-05,Sell,2494991.38,EUR
155682,1148,2022-11-08,Buy,2935478.39,JPY
542159,3319,2023-03-11,Buy,3622387.0,JPY
111178,3450,2021-12-03,Buy,246975.17,EUR
355795,4950,2022-08-09,Split,2463588.67,JPY
129420,5079,2024-06-28,Sell,3540686.33,GBP
785572,6937,2024-09-08,Buy,2520094.76,EUR
624463,8622,2024-04-25,Sell,2538715.72,JPY
492187,6318,2022-03-29,Dividend,1862467.58,GBP
773426,5953,2023-12-08,Sell,505889.41,GBP
894321,6205,2022-07-30,Dividend,4073829.11,GBP
334348,4676,2022-01-12,Buy,2737228.46,USD
980776,5785,2024-05-24,Dividend,2005198.52,USD
374523,5068,2023-06-11,Sell,3749711.92,GBP
755545,4127,2022-03-02,Dividend,333275.55,GBP
980156,8817,2024-08-16,Buy,3755593.11,JPY
566428,5319,2024-05-27,Dividend,3617174.64,EUR
788720,4086,2024-07-30,Buy,1319695.4,EUR
685358,1947,2024-01-30,Dividend,4180582.4,GBP
880761,1768,2023-01-05,Dividend,3072771.25,JPY
907238,1227,2024-03-05,Split,1694148.47,EUR
695535,2330,2022-08-24,Split,2193383.62,USD
251644,7209,2023-06-26,Sell,2414014.27,EUR
241164,9743,2024-07-29,Sell,3148204.61,EUR
622641,9865,2024-07-11,Split,2980730.14,EUR
673524,5966,2024-05-23,Dividend,537728.42,EUR
534202,3721,2023-11-20,Split,3144724.23,JPY
226862,9865,2023-06-24,Buy,2803271.51,GBP
569661,9399,2023-02-07,Buy,1477159.09,EUR
819858,5158,2022-12-19,Dividend,2854576.17,JPY
389790,6150,2022-08-15,Split,4684131.62,JPY
821595,3264,2023-04-15,Split,4237728.12,USD
477905,6880,2022-08-09,Sell,363873.15,EUR
151580,4896,2021-12-11,Dividend,1152339.83,GBP
816092,4237,2022-05-14,Sell,3660366.93,USD
125191,2821,2022-04-15,Buy,2499710.48,USD
622773,1553,2024-01-22,Dividend,758173.3,JPY
907390,8989,2023-10-03,Dividend,2579519.66,EUR
102671,7303,2022-03-02,Split,4873308.06,GBP
922297,2426,2023-02-09,Split,3262041.54,USD
435972,8226,2024-08-14,Dividend,2379919.42,JPY
935556,5385,2022-11-09,Dividend,1032852.28,EUR
132045,8130,2023-04-22,Dividend,633547.81,USD
619801,7239,2024-05-09,Split,3861837.03,GBP
492498,9010,2021-10-06,Split,3979672.09,JPY
794090,1520,2022-11-01,Dividend,2103981.11,USD
678264,8725,2024-03-26,Buy,4180108.97,JPY
275736,9223,2022-01-17,Dividend,4353326.56,JPY
737940,8462,2024-07-03,Split,4481685.57,JPY
654725,8026,2022-11-20,Dividend,4307241.4,GBP
302036,6688,2023-09-01,Dividend,1934481.92,USD
753869,2193,2023-07-18,Buy,1930189.25,EUR
237518,3040,2022-11-08,Buy,318092.51,JPY
372059,6663,2022-07-01,Split,4620643.93,JPY
512130,4780,2022-06-16,Split,3787435.21,JPY
200285,5157,2024-01-18,Sell,319905.37,GBP
122558,2556,2022-09-03,Buy,4170406.96,GBP
762438,8218,2023-09-05,Split,1709059.11,USD
379189,5464,2022-04-14,Sell,1880205.95,EUR
665986,7008,2023-01-22,Split,3597240.77,GBP
148788,2611,2021-10-06,Buy,1731499.28,USD
470492,1104,2021-11-06,Split,556538.43,USD
357697,8860,2024-06-20,Dividend,2928983.81,USD
945090,3460,2023-07-05,Sell,3755620.44,GBP
905005,5974,2021-12-01,Buy,4866088.18,JPY
209689,8030,2024-09-08,Split,3525600.81,GBP
849959,3194,2024-01-29,Buy,4635058.98,JPY
444561,4703,2024-01-03,Buy,3051776.72,GBP
377381,1376,2023-12-03,Split,359333.72,JPY
158097,6726,2021-12-10,Sell,1228594.63,EUR
691890,2176,2021-11-20,Buy,2077320.88,JPY
167157,1520,2022-07-05,Dividend,4736766.79,USD
225745,2193,2024-06-28,Dividend,3273054.45,GBP
949268,7256,2024-09-22,Sell,3263374.81,JPY
834058,3460,2024-08-23,Sell,3968147.95,EUR
190622,6685,2024-03-11,Sell,4443251.16,EUR
384780,8987,2023-06-07,Split,420715.32,GBP
748938,1504,2021-11-08,Split,3705139.06,GBP
950432,2672,2022-01-17,Buy,1722417.9,JPY
948762,3108,2022-05-05,Buy,3737212.01,USD
595806,4950,2021-10-22,Buy,2615978.08,EUR
440706,5386,2022-01-25,Buy,469163.26,GBP
669692,5626,2024-05-28,Buy,132222.56,GBP
878173,1213,2021-11-03,Split,247859.99,USD
769434,9255,2022-01-15,Sell,3943620.38,GBP
192725,4399,2023-01-16,Dividend,3982070.89,GBP
859013,2230,2022-12-22,Buy,912221.16,GBP
351853,3593,2023-09-11,Buy,625053.68,EUR
467863,7530,2023-10-14,Sell,2324745.0,USD
828617,9535,2023-12-01,Dividend,864124.51,GBP
663817,9535,2024-03-25,Sell,2373928.21,GBP
249642,4086,2024-04-25,Sell,2047794.43,GBP
137066,4811,2023-12-07,Dividend,2392963.88,EUR
905541,6361,2023-09-03,Split,2913799.86,GBP
167970,7415,2023-02-23,Split,3491477.18,JPY
890592,7838,2023-08-22,Buy,3694120.69,GBP
721645,4968,2023-09-05,Split,3830742.85,JPY
447626,6150,2024-01-02,Sell,522184.93,GBP
818710,3828,2023-11-22,Split,2222256.54,EUR
461072,9442,2021-10-14,Dividend,258791.42,USD
874154,1176,2022-08-04,Split,2104500.0,JPY
679684,5814,2023-05-26,Sell,543658.75,JPY
956630,9010,2024-05-17,Dividend,2939067.88,USD
407994,3050,2022-08-08,Split,99460.44,EUR
596243,6379,2023-02-09,Split,3454426.23,GBP
410649,6759,2024-08-27,Dividend,4078797.94,GBP
605504,9841,2023-04-27,Dividend,3682520.63,JPY
644981,2939,2022-08-04,Sell,2308576.04,EUR
669272,8725,2022-02-15,Dividend,550918.2,GBP
236632,4363,2021-10-02,Sell,1650166.89,USD
752737,9327,2023-11-03,Buy,772616.82,EUR
768102,4947,2023-02-02,Split,3602863.28,EUR
882731,5889,2022-08-27,Sell,2752542.59,USD
151463,2215,2022-04-18,Buy,4930445.42,EUR
116496,9023,2023-06-26,Buy,3951036.94,EUR
298494,2330,2024-05-04,Buy,186657.47,USD
135970,9817,2022-03-15,Dividend,710220.95,JPY
330362,5240,2022-08-23,Split,1693236.11,EUR
456486,1520,2023-03-12,Buy,534440.79,JPY
975721,4574,2024-09-12,Buy,4740570.37,USD
582939,9804,2021-10-27,Split,1329299.2,GBP
586887,2139,2022-09-12,Buy,4629113.25,USD
578796,7680,2023-10-02,Sell,2399430.7,USD
353097,4465,2023-07-18,Dividend,2000298.14,EUR
986707,3887,2024-03-04,Split,2194506.19,USD
936644,2556,2024-04-03,Buy,1198100.97,EUR
246726,9255,2022-02-10,Sell,780178.39,USD
833562,9787,2022-08-30,Split,729578.02,EUR
645942,8976,2023-04-11,Split,1144969.05,JPY
946839,4717,2023-01-16,Split,1844441.63,EUR
915275,8138,2023-02-21,Sell,2531182.33,GBP
249383,4532,2021-10-01,Buy,4488729.58,EUR
425523,3714,2021-12-22,Buy,3298414.16,GBP
223562,3460,2024-05-09,Split,2137411.54,GBP
644686,1104,2022-09-14,Buy,2632822.37,JPY
744149,5889,2024-08-24,Buy,4230869.65,JPY
383755,5957,2022-08-24,Sell,1772864.01,USD
522576,9818,2023-01-23,Buy,3368310.48,USD
540842,3030,2022-11-16,Buy,3301321.38,GBP
431553,2693,2023-02-21,Sell,3070867.82,GBP
796076,7256,2023-05-30,Split,4820375.89,JPY
246390,3292,2022-08-22,Dividend,4048348.3,EUR
611907,5592,2022-06-17,Sell,2100149.64,GBP
670587,9903,2023-01-19,Sell,1107927.44,EUR
937082,7443,2021-12-02,Buy,1407083.39,USD
658497,2745,2023-10-16,Dividend,4822178.0,USD
893636,1808,2024-01-10,Buy,1988439.07,USD
763304,5953,2022-04-26,Split,2946689.38,USD
431085,7530,2023-07-30,Buy,2743877.82,GBP
714709,7174,2023-10-27,Split,3419010.18,USD
459459,5770,2023-05-22,Dividend,1686464.92,JPY
132936,8110,2023-08-05,Buy,1685936.19,EUR
700489,4968,2022-09-22,Dividend,1068553.34,EUR
396852,2692,2023-11-19,Buy,1035402.28,JPY
111850,5882,2024-02-14,Split,3849728.31,EUR
931896,6541,2023-06-19,Buy,3309858.47,EUR
498424,2745,2022-01-01,Dividend,663358.61,EUR
693820,9055,2021-12-26,Split,2445352.11,USD
110285,5713,2021-11-07,Sell,3713276.95,USD
920674,7401,2024-04-02,Split,531870.63,GBP
937666,1016,2023-09-30,Split,615074.01,JPY
794339,9951,2023-04-26,Split,4725212.5,GBP
812540,9713,2021-10-17,Split,670628.9,JPY
779646,8030,2022-05-30,Split,3234494.25,USD
245266,1833,2023-06-02,Split,2958971.35,GBP
430414,3291,2024-08-09,Dividend,803974.35,USD
223540,2049,2022-11-22,Sell,1548624.85,EUR
815899,2693,2021-12-12,Split,4662206.64,EUR
534452,6290,2022-03-16,Buy,2439547.76,EUR
548461,8797,2022-07-10,Split,1712325.97,JPY
743983,4811,2022-09-11,Dividend,1236867.37,GBP
148920,8721,2022-02-09,Buy,3736635.79,JPY
309003,6726,2023-02-21,Split,689543.74,JPY
787214,3291,2023-04-08,Buy,712097.02,GBP
590901,2251,2022-12-11,Buy,462917.71,GBP
152128,1807,2023-11-10,Split,4842645.96,USD
839130,6080,2024-03-25,Sell,632984.58,EUR
229063,2398,2023-01-12,Buy,3323243.28,JPY
350437,5478,2024-01-22,Split,396383.76,JPY
955556,8513,2022-06-26,Sell,3315375.06,JPY
471715,4227,2024-06-24,Dividend,3452806.37,EUR
115589,9804,2022-09-20,Sell,3413025.74,USD
198215,1768,2023-07-31,Split,726619.03,GBP
199457,3712,2024-08-01,Sell,2571170.18,JPY
891463,5770,2023-09-20,Buy,2116362.0,GBP
747395,4399,2023-12-27,Sell,631874.52,USD
116341,8968,2021-10-03,Split,4167463.48,USD
667225,7635,2022-03-24,Sell,4011302.45,USD
922045,1496,2022-05-24,Sell,972009.43,EUR
225317,5019,2023-10-14,Sell,636404.52,JPY
985039,5004,2021-10-11,Buy,1661453.83,USD
683948,5004,2022-03-26,Split,4409852.72,EUR
183052,7415,2022-06-14,Split,2501265.9,GBP
407769,6280,2023-06-22,Dividend,825281.55,GBP
160350,1286,2024-03-14,Buy,2736153.22,JPY
927515,2611,2022-02-06,Buy,2996661.12,GBP
756334,9007,2024-07-21,Split,2094408.69,GBP
853837,7231,2023-08-20,Dividend,3037740.38,USD
641251,1954,2022-02-16,Dividend,3764094.71,GBP
246947,4900,2022-11-27,Dividend,4346780.19,GBP
245032,3887,2022-09-12,Dividend,646082.21,EUR
876942,7898,2022-05-22,Split,4138328.4,EUR
517621,7072,2022-05-22,Buy,4649882.41,JPY
939384,7330,2023-03-30,Sell,1794538.65,USD
461705,1104,2023-11-11,Sell,3907699.17,JPY
515563,7838,2024-07-21,Split,2145359.58,USD
433921,3072,2024-06-10,Dividend,4264508.07,EUR
331484,4574,2022-01-19,Split,973792.32,USD
893979,9474,2023-11-02,Split,3692286.31,USD
449612,8442,2022-11-25,Buy,3584413.67,USD
779111,3714,2022-10-31,Sell,3831066.53,GBP
209591,4968,2022-09-22,Split,205896.24,USD
145295,2288,2022-07-24,Dividend,127561.69,GBP
894352,6759,2022-12-17,Dividend,3057739.37,EUR
757657,5749,2024-01-25,Dividend,3654872.15,JPY
125979,4896,2024-02-02,Split,688085.97,JPY
710745,4086,2023-08-07,Dividend,1256003.78,GBP
484407,9010,2022-05-10,Dividend,2932297.9,EUR
176167,4165,2022-07-14,Split,2587663.29,GBP
982741,6937,2023-09-10,Split,2096104.2,EUR
640194,6735,2022-07-02,Sell,1334234.72,USD
884929,7095,2024-03-03,Dividend,3435807.24,JPY
648725,8702,2024-01-16,Split,3798755.91,USD
497681,8817,2024-03-12,Split,3922661.72,USD
664710,3040,2024-03-30,Dividend,1115072.04,GBP
783066,6726,2022-05-27,Split,2860879.49,USD
738663,3144,2022-11-25,Buy,4980651.06,JPY
122829,9865,2022-10-19,Split,4724201.11,GBP
883107,7786,2024-01-19,Buy,3643934.56,GBP
866391,5330,2023-01-16,Dividend,4343496.35,USD
277711,9818,2024-06-14,Dividend,3413500.23,USD
804956,4889,2023-04-03,Sell,2157149.74,USD
669403,7771,2021-12-04,Split,3686015.78,USD
740143,8989,2024-01-17,Split,895350.86,JPY
534566,2105,2024-01-25,Dividend,2688009.48,JPY
831649,1227,2022-04-16,Split,879325.65,JPY
152309,5249,2023-01-09,Buy,595512.91,GBP
901253,5268,2024-08-13,Split,2755489.45,GBP
961307,3291,2023-04-05,Sell,2295099.6,USD
241506,2210,2022-03-23,Buy,1790100.53,JPY
573969,6083,2023-09-14,Sell,2832984.54,GBP
652994,1948,2022-09-10,Dividend,3105058.42,GBP
171223,6284,2022-10-16,Dividend,4079616.26,GBP
445917,4950,2022-03-06,Dividend,3496281.34,JPY
759768,3972,2024-04-08,Split,3714979.85,GBP
705350,6280,2023-05-01,Buy,4524310.76,USD
970939,1947,2023-05-17,Buy,1003640.06,USD
799778,5941,2022-11-03,Sell,1427473.99,EUR
460053,8817,2022-10-19,Buy,2786422.74,GBP
713983,9207,2022-12-31,Buy,4108536.06,USD
808677,5336,2024-09-10,Split,843120.66,GBP
738209,1504,2022-09-25,Sell,4364964.17,USD
346245,4896,2024-03-01,Sell,755986.37,GBP
888878,1227,2022-05-26,Buy,71691.77,USD
459371,5817,2024-01-03,Dividend,1020978.64,JPY
491401,7264,2024-02-13,Sell,310565.64,JPY
112458,9672,2022-11-14,Buy,3686677.17,EUR
310906,4532,2023-10-30,Buy,808230.89,JPY
120404,9951,2024-09-17,Buy,4159267.68,EUR
880160,7635,2022-02-14,Buy,396015.42,GBP
646379,8218,2024-03-06,Buy,3731156.09,GBP
243964,8460,2024-07-18,Buy,165023.71,USD
160209,5808,2022-08-15,Sell,4441534.54,USD
789924,3498,2024-05-13,Dividend,429237.17,JPY
587167,5322,2024-03-12,Dividend,4074199.06,JPY
669803,3040,2022-12-04,Sell,4935851.51,EUR
174244,9023,2023-08-22,Buy,2877664.62,USD
161799,9223,2023-09-16,Buy,898643.32,USD
553261,3050,2024-03-13,Sell,1691937.77,GBP
317062,9713,2022-03-01,Split,1879456.55,GBP
880572,2733,2021-11-03,Sell,2404533.78,JPY
981943,5464,2022-03-22,Split,565232.1,GBP
537489,5007,2022-07-23,Split,4387013.42,USD
495441,6080,2024-09-04,Dividend,4036276.83,EUR
881980,2330,2023-11-17,Split,4817825.07,EUR
789522,9207,2023-11-18,Dividend,4606829.07,GBP
829165,6149,2023-06-21,Split,2985534.06,GBP
166857,3832,2022-10-30,Buy,4300815.85,EUR
781320,5157,2023-03-17,Dividend,2679608.54,JPY
813513,2011,2024-06-12,Buy,3809449.57,USD
138549,9007,2022-06-27,Buy,3055627.79,USD
114733,4107,2022-09-28,Split,1237088.84,USD
200476,5770,2022-04-15,Split,4014391.83,JPY
837144,4726,2022-03-02,Sell,142861.02,GBP
719711,3108,2022-01-14,Dividend,3559420.48,EUR
925962,4703,2024-05-31,Dividend,2421961.19,EUR
528169,8817,2024-08-30,Sell,2232267.89,USD
629626,4735,2022-01-20,Buy,2017331.39,JPY
531187,2288,2021-11-12,Sell,2187291.01,USD
416497,2176,2024-07-14,Dividend,2582712.76,USD
551239,2251,2023-03-18,Sell,942731.16,GBP
485309,7231,2022-06-29,Buy,4064335.32,EUR
100471,5004,2023-03-17,Sell,4397870.42,GBP
235581,6965,2024-03-18,Sell,417515.94,GBP
128016,3222,2024-05-07,Dividend,1719475.61,JPY
683380,7223,2024-06-08,Buy,457291.94,USD
428999,4208,2024-06-25,Split,2796837.5,EUR
825869,8226,2022-04-18,Buy,1565553.2,EUR
916835,5597,2022-03-06,Dividend,3797457.98,JPY
664230,2692,2024-02-10,Buy,4767207.61,GBP
963335,6541,2021-12-01,Sell,4450970.79,USD
969095,5785,2022-09-17,Dividend,245437.47,EUR
926134,6149,2022-06-30,Dividend,4623156.24,USD
917709,8011,2023-08-29,Buy,1744489.2,USD
912910,9023,2023-04-25,Sell,1845915.82,EUR
522485,3144,2023-08-04,Split,2603300.11,JPY
516093,4939,2022-11-13,Dividend,3750334.75,EUR
485088,4261,2022-02-17,Dividend,437599.62,EUR
839699,9818,2022-09-08,Split,1934254.77,USD
805167,7401,2024-06-07,Buy,1707339.36,EUR
850023,5889,2024-08-21,Buy,4122925.27,EUR
325251,9619,2022-02-14,Dividend,2429209.35,JPY
514177,1376,2023-10-25,Sell,3144906.55,GBP
726552,2089,2022-02-12,Dividend,4475619.72,EUR
878693,9474,2021-12-06,Split,898610.89,JPY
249638,6332,2022-12-25,Split,3141304.19,GBP
879912,5004,2024-05-22,Dividend,757012.17,GBP
468363,3714,2021-09-27,Sell,3556028.0,EUR
599094,3267,2023-12-30,Split,2205051.64,EUR
823808,7028,2021-10-26,Split,3285296.76,USD
514187,7662,2023-09-07,Sell,1403568.97,USD
554805,1496,2023-03-30,Split,3497444.09,JPY
280090,1396,2022-07-23,Sell,2439885.92,USD
493952,3116,2022-03-25,Dividend,2020736.76,JPY
520208,5097,2023-06-04,Dividend,1838018.12,USD
395110,8138,2024-01-26,Split,701581.1,USD
589630,2049,2023-12-19,Split,1544263.35,JPY
645848,9719,2023-06-04,Sell,3602325.13,EUR
333140,1082,2022-12-21,Sell,838395.47,JPY
471496,5330,2021-10-27,Sell,4269389.46,USD
591029,5386,2022-05-04,Split,1055741.56,USD
142405,9255,2022-09-23,Sell,3367131.3,JPY
209496,9817,2023-10-02,Split,2504167.05,USD
273455,2984,2024-01-30,Sell,2709417.66,GBP
663481,1954,2023-10-21,Buy,3788996.83,USD
122089,6149,2024-01-02,Dividend,1124541.7,EUR
853656,9951,2022-07-17,Buy,1842701.73,EUR
562743,5525,2021-12-18,Split,3063873.09,JPY
526989,8905,2023-04-05,Buy,1182792.02,USD
581144,2074,2021-12-11,Sell,3560430.97,USD
644667,1179,2022-06-29,Split,3892773.22,GBP
624881,4689,2023-06-25,Buy,4049933.75,JPY
278417,1082,2023-04-12,Buy,764855.52,GBP
592871,9713,2023-11-10,Sell,3737374.38,GBP
758431,3411,2022-05-22,Sell,3412203.83,EUR
206982,4237,2022-01-13,Dividend,966728.3,GBP
325006,7501,2022-02-06,Buy,134810.08,JPY
705996,6150,2021-11-26,Split,990082.52,JPY
836480,5953,2022-12-07,Split,3185368.67,EUR
896441,1537,2021-12-13,Buy,4880697.72,JPY
944042,3891,2022-06-26,Dividend,610534.51,USD
954822,2085,2024-09-16,Split,3495131.24,JPY
330433,7264,2024-03-09,Buy,494938.32,EUR
214925,5597,2023-03-02,Split,2870433.28,EUR
681630,4363,2024-09-12,Dividend,3812824.42,JPY
972746,9478,2023-11-30,Buy,2153666.16,EUR
838099,8647,2022-09-03,Dividend,1786081.52,GBP
309386,9248,2021-10-13,Dividend,1435652.31,USD
413741,8647,2023-05-29,Buy,3148920.74,GBP
735628,4059,2022-07-10,Split,938291.58,GBP
768587,4461,2024-06-27,Split,1095682.7,JPY
434659,1461,2021-12-10,Buy,4011945.39,GBP
971789,5685,2023-10-19,Dividend,2110179.6,GBP
314806,5953,2023-03-19,Dividend,123844.26,JPY
735293,8351,2023-03-03,Split,2060819.07,GBP
484813,7022,2024-01-21,Buy,1399884.13,USD
259478,4059,2024-09-09,Buy,4921939.34,USD
702550,5004,2022-02-13,Sell,712670.21,GBP
145829,9353,2024-01-18,Dividend,202128.76,USD
104478,9255,2021-11-13,Sell,4099349.87,USD
955226,8036,2024-07-09,Buy,4133380.79,EUR
692537,6332,2023-01-29,Sell,4264488.88,JPY
113361,5785,2024-01-27,Buy,4307445.76,GBP
788598,5853,2024-02-11,Dividend,207626.96,EUR
118924,4245,2024-09-23,Split,3753622.55,JPY
869563,8800,2021-12-27,Split,660732.52,GBP
273273,7022,2023-02-03,Dividend,3152920.15,USD
974971,5478,2023-10-14,Sell,2231980.88,USD
280977,3461,2022-07-14,Dividend,3883588.02,EUR
310931,4900,2024-06-23,Buy,3063188.96,EUR
653756,8358,2021-11-03,Buy,2740315.45,GBP
217568,5459,2024-07-22,Sell,3609652.51,GBP
650644,3891,2023-01-16,Sell,1792236.3,JPY
659394,1497,2024-02-23,Split,4844507.82,USD
467137,6347,2021-09-30,Dividend,4236502.89,JPY
517991,7898,2024-04-17,Split,4552801.03,JPY
910977,3144,2023-06-26,Dividend,4392514.8,USD
453342,6324,2021-12-18,Sell,2033070.69,JPY
611775,9901,2024-05-21,Buy,2570397.39,JPY
943947,7790,2022-01-07,Buy,1218687.59,GBP
981872,6347,2024-02-22,Dividend,3461557.63,JPY
595754,6685,2024-04-27,Dividend,1779218.44,EUR
651926,3791,2022-03-21,Dividend,3235724.7,USD
848736,8036,2024-06-29,Dividend,748667.01,JPY
158956,1479,2021-12-03,Sell,747277.11,EUR
740542,8691,2024-08-11,Buy,2753700.92,USD
161917,4127,2023-12-22,Split,4723447.72,USD
456444,5785,2022-08-02,Buy,4777526.8,JPY
754822,4717,2023-04-26,Split,2095896.53,GBP
533768,5882,2023-01-26,Dividend,2367472.82,USD
288361,2688,2021-11-20,Dividend,4288700.74,GBP
120609,2074,2021-11-17,Buy,4594065.8,USD
337012,8740,2022-01-10,Buy,4361317.25,USD
271094,5478,2023-03-31,Split,3775128.86,JPY
560666,6821,2024-01-17,Buy,2363702.67,JPY
961385,4532,2024-01-18,Buy,3201267.7,EUR
494069,4245,2024-03-28,Buy,4351642.29,USD
377034,2355,2023-10-19,Dividend,2239260.65,USD
273453,5965,2022-12-01,Sell,2511199.63,JPY
856611,3222,2024-07-14,Dividend,3413404.67,USD
903823,3022,2024-01-07,Split,292658.61,JPY
572645,7942,2021-10-05,Buy,1119652.92,USD
219056,2982,2022-11-02,Split,4333488.25,EUR
673909,9804,2022-08-11,Buy,4595185.02,USD
585133,9951,2023-08-27,Buy,844033.34,JPY
899994,3851,2024-02-23,Buy,4767595.2,JPY
455892,5330,2022-11-24,Dividend,2753667.03,JPY
465607,8037,2024-07-25,Buy,4782338.06,JPY
301224,2210,2023-10-13,Sell,398159.14,EUR
756898,1785,2024-01-21,Sell,4336509.51,USD
613125,7036,2023-06-06,Sell,4566145.41,USD
418802,7401,2024-09-10,Dividend,726838.62,JPY
743868,7771,2022-06-15,Buy,1427850.9,GBP
752593,9082,2024-08-06,Buy,843549.0,USD
698421,2192,2022-11-07,Split,3763936.02,USD
966968,9441,2023-06-15,Split,1272573.41,EUR
534999,9012,2023-04-01,Split,2028996.56,EUR
247974,4532,2022-06-23,Dividend,2840349.16,GBP
951519,8582,2022-09-06,Dividend,1490149.84,EUR
801029,1461,2022-06-15,Dividend,4123662.33,EUR
422009,5157,2022-01-28,Buy,4724152.75,USD
851858,4939,2022-07-06,Buy,2486473.98,EUR
110565,7786,2022-11-28,Buy,2913416.52,EUR
344148,3030,2023-11-01,Buy,1946133.4,GBP
932252,6476,2022-10-21,Split,392900.67,EUR
363287,4780,2022-08-02,Sell,655024.93,GBP
294813,7401,2023-11-25,Buy,4688690.88,JPY
182676,3040,2022-09-12,Dividend,4981568.0,GBP
815781,8725,2023-10-05,Buy,4539419.41,GBP
107267,6229,2022-03-25,Buy,1600881.45,USD
503707,8130,2023-06-19,Sell,2474861.45,USD
238414,9317,2023-03-29,Split,1639358.45,USD
915996,3453,2023-10-26,Buy,543607.89,USD
861051,1768,2022-03-31,Split,4154781.36,USD
289005,5770,2024-01-28,Buy,464048.15,USD
777063,3411,2022-06-27,Buy,3325153.15,USD
900365,1807,2021-12-16,Buy,3790011.81,EUR
480141,4198,2023-01-13,Sell,4322370.55,EUR
549361,4309,2022-01-17,Buy,3073358.3,GBP
135759,7330,2023-04-25,Sell,1429257.18,EUR
431695,8138,2023-09-20,Split,3029200.29,JPY
838607,1194,2023-01-19,Sell,1565937.94,EUR
628864,6690,2022-09-02,Dividend,3160456.85,EUR
479564,9915,2024-02-11,Split,3069656.1,EUR
843283,4165,2024-08-27,Dividend,909165.67,EUR
741953,2408,2024-05-16,Sell,1337492.43,USD
872251,1954,2023-07-21,Split,1847574.83,GBP
381553,7732,2022-05-17,Sell,182873.01,USD
761503,4399,2023-07-04,Sell,4026621.78,JPY
500748,9012,2024-08-08,Buy,4264087.79,USD
773829,7401,2023-07-12,Sell,316958.03,USD
840836,1954,2024-06-07,Split,437756.19,EUR
879209,7901,2022-09-12,Sell,1667359.36,JPY
323023,9619,2024-05-17,Buy,1849610.19,GBP
776829,3972,2023-03-04,Dividend,1482226.28,EUR
944315,2210,2024-01-25,Buy,3400546.53,JPY
866238,2984,2023-02-13,Sell,4419171.54,EUR
178383,5941,2024-09-23,Split,1555381.55,GBP
156995,5464,2022-07-28,Sell,3217531.2,USD
481877,5814,2023-04-18,Split,3160404.16,JPY
146706,9309,2022-05-29,Split,3248478.96,USD
577589,6917,2024-07-31,Sell,1456236.78,JPY
887202,7359,2021-10-05,Dividend,4955373.93,JPY
494648,7072,2022-11-06,Split,4263329.25,JPY
530748,5007,2023-12-27,Dividend,53436.5,JPY
603385,3144,2022-07-07,Sell,94404.1,EUR
979101,2045,2024-06-16,Sell,3890475.18,EUR
362070,6688,2022-12-27,Split,3505773.56,EUR
170941,3040,2023-04-06,Buy,4213722.36,JPY
980585,2611,2022-01-17,Buy,2328180.9,USD
827219,3291,2023-09-26,Dividend,2612019.37,USD
988669,5986,2021-11-19,Dividend,3696161.84,EUR
713393,8576,2022-05-18,Split,645390.53,EUR
525614,1118,2021-11-30,Dividend,3965161.52,JPY
529677,9082,2022-02-07,Split,4979931.31,EUR
946475,1103,2024-02-28,Split,194791.22,EUR
917673,5894,2021-12-17,Sell,694620.82,JPY
619880,3222,2023-05-18,Dividend,3292629.53,GBP
944618,2013,2024-09-03,Split,921199.83,USD
204696,4900,2023-05-29,Dividend,991189.37,JPY
422507,5330,2022-12-18,Split,2039746.88,USD
548532,1768,2022-06-10,Split,3175866.6,JPY
926716,8166,2023-06-29,Sell,4005601.61,JPY
243818,4574,2022-07-07,Split,4716221.87,EUR
459053,4896,2023-03-23,Dividend,2293655.91,JPY
311431,7028,2023-09-29,Dividend,1290952.84,USD
618698,8576,2023-09-12,Dividend,1628238.94,EUR
281660,1732,2021-10-23,Sell,4352767.24,JPY
327182,5322,2024-08-30,Dividend,1627270.04,GBP
421303,6352,2022-04-23,Dividend,4830544.79,JPY
202477,2940,2022-09-15,Split,735038.61,JPY
413911,9981,2022-10-10,Dividend,4313982.25,EUR
492227,7011,2023-12-13,Sell,2561979.72,USD
481249,6685,2024-06-04,Split,4113905.24,JPY
872478,5604,2023-07-01,Buy,1474471.74,USD
549650,8483,2024-03-07,Dividend,142802.12,EUR
169691,1479,2023-12-24,Buy,2675334.78,EUR
442673,5180,2022-09-11,Split,621093.41,JPY
370823,6352,2023-06-01,Buy,3682005.55,JPY
397717,3051,2021-12-07,Dividend,1455696.91,EUR
918622,6917,2023-11-27,Buy,207939.6,JPY
283722,1520,2022-11-06,Sell,2323945.87,EUR
149653,6735,2023-06-20,Buy,747500.86,GBP
977213,8442,2022-12-23,Buy,3892574.2,JPY
722809,7901,2022-11-12,Buy,4760702.83,JPY
239751,3559,2024-08-09,Buy,2993156.52,GBP
417964,9474,2022-12-18,Split,3563884.03,GBP
230593,2074,2022-12-28,Sell,102948.48,JPY
136645,9309,2024-02-10,Dividend,829363.77,EUR
516421,5798,2022-04-21,Sell,2300347.11,JPY
188923,2194,2023-02-16,Dividend,4196876.77,GBP
379468,4059,2022-05-12,Buy,2692808.06,EUR
133808,1732,2022-03-05,Buy,4526363.75,USD
324886,3144,2023-11-26,Buy,2297849.63,JPY
789661,5328,2022-01-15,Buy,2526583.01,JPY
269470,8622,2024-02-20,Split,3017805.7,USD
